ID,Skills,Projects,Education,Experience,Job_Role,Required_Skills
78885,"Cryptography, Machine Learning, Ethical Hacking, CAD, Diagnosis, Electronics, Docker, SIEM","Stock Prediction Model, AI Chatbot",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78886,"Thermodynamics, Medical Knowledge, APIs, CSS, SQL, Java, Embedded Systems, Git","E-commerce Website, Healthcare App",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
78889,"Thermodynamics, CI/CD, APIs, Excel, Data Analysis, SQL, Java, SIEM","Resume Analyzer, IoT Smart Home",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78890,"Thermodynamics, TensorFlow, Kubernetes, Machine Learning, PyTorch, Python, Docker, Surgery","Cybersecurity Monitoring Tool, Fraud Detection System",D3,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78891,"Data Analysis, Machine Learning, SQL, Communication, CAD, C, Ethical Hacking","AI Chatbot, Resume Analyzer",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78892,"CI/CD, Data Analysis, CSS, Visualization, Communication, Git, Docker, HTML","Portfolio Website, Fraud Detection System",D3,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78893,"TensorFlow, Excel, Data Analysis, Visualization, Electronics, SIEM, Pandas","Healthcare App, Cybersecurity Monitoring Tool",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78894,"NumPy, Excel, Visualization, SQL, Communication, Embedded Systems, Electronics","Stock Prediction Model, Resume Analyzer",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78896,"Thermodynamics, Medical Knowledge, Kubernetes, TensorFlow, Machine Learning, PyTorch, AWS, Docker","Healthcare App, Resume Analyzer",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78897,"CI/CD, Data Analysis, SQL, Communication, Manufacturing, Diagnosis, C, Embedded Systems","Stock Prediction Model, Cloud Deployment Project",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78898,"Kubernetes, Excel, Data Analysis, Visualization, Communication, Pharmacology, Manufacturing, Pandas","Fraud Detection System, Portfolio Website",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78899,"Kubernetes, Microcontrollers, NumPy, Machine Learning, JavaScript, CSS, Python, AWS","AI Chatbot, Resume Analyzer",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78900,"Surgery, Excel, Deep Learning, Visualization, SQL, Communication, SolidWorks, SIEM","Cloud Deployment Project, AI Chatbot",S2,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78902,"React, TensorFlow, Kubernetes, Excel, Data Analysis, CSS, Node.js, PyTorch","Cloud Deployment Project, E-commerce Website",S2,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78904,"NumPy, Microcontrollers, Machine Learning, Data Analysis, Embedded Systems, SolidWorks, SIEM","Healthcare App, Cloud Deployment Project",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78905,"Data Analysis, Machine Learning, Deep Learning, PyTorch, Pharmacology, Manufacturing, Network Security, Pandas","Stock Prediction Model, Cybersecurity Monitoring Tool",D3,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78906,"React, CI/CD, Linux, CSS, Node.js, Docker, RTOS, Surgery","Portfolio Website, IoT Smart Home",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78907,"CSS, Design, Node.js, Python, Network Security, Java, Git, Ethical Hacking","IoT Smart Home, Stock Prediction Model",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78908,"CI/CD, Machine Learning, Deep Learning, PyTorch, Pharmacology, Network Security, Embedded Systems, HTML","E-commerce Website, Cloud Deployment Project",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78910,"Kubernetes, Cryptography, Design, SQL, PyTorch, Communication, Python, Java","Portfolio Website, E-commerce Website",S1,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
78911,"Thermodynamics, APIs, Excel, Data Analysis, SQL, Java, C","AI Chatbot, Stock Prediction Model",S2,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78912,"Excel, SQL, Communication, Python, Diagnosis, Electronics, AWS, RTOS","Cloud Deployment Project, Resume Analyzer",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78913,"React, HTML, JavaScript, Linux, Communication, Git, Docker, Pandas","E-commerce Website, Healthcare App",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78915,"Kubernetes, Linux, Python, Ethical Hacking, AWS, SIEM","Cloud Deployment Project, Resume Analyzer",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78916,"Thermodynamics, Microcontrollers, JavaScript, Node.js, Diagnosis, C, AWS, HTML","Fraud Detection System, Portfolio Website",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78917,"React, Patient Care, Cryptography, Linux, Design, Python, Network Security, RTOS","Stock Prediction Model, Portfolio Website",S1,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78922,"Thermodynamics, CI/CD, Deep Learning, PyTorch, Communication, AWS, Docker","Portfolio Website, Stock Prediction Model",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78925,"APIs, Communication, Python, Network Security, CAD, Java, AWS, Docker","IoT Smart Home, Portfolio Website",S1,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
78926,"Medical Knowledge, Microcontrollers, Pharmacology, Python, Git, Java, Electronics","IoT Smart Home, AI Chatbot",S1,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78928,"Microcontrollers, APIs, SQL, PyTorch, Pharmacology, Java, RTOS","Cybersecurity Monitoring Tool, Fraud Detection System",S2,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78929,"Medical Knowledge, APIs, Cryptography, Machine Learning, Communication, Ethical Hacking, SIEM","E-commerce Website, Resume Analyzer",S2,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78930,"NumPy, APIs, Data Analysis, Visualization, Pharmacology, Python, SolidWorks, Pandas","Fraud Detection System, Resume Analyzer",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78931,"Medical Knowledge, TensorFlow, Deep Learning, Linux, Python, Electronics, Docker, Pandas","Cybersecurity Monitoring Tool, IoT Smart Home",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78934,"TensorFlow, Cryptography, Data Analysis, Deep Learning, Node.js, Ethical Hacking, RTOS, SIEM","Portfolio Website, Resume Analyzer",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78935,"APIs, Microcontrollers, Excel, Visualization, SQL, CAD, Ethical Hacking, HTML","Cloud Deployment Project, Resume Analyzer",S2,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78936,"CI/CD, Deep Learning, Linux, PyTorch, Python, CAD, Electronics, HTML","Stock Prediction Model, IoT Smart Home",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78939,"Thermodynamics, Cryptography, Excel, Data Analysis, SQL, Ethical Hacking, RTOS, SIEM","Healthcare App, Fraud Detection System",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78940,"Machine Learning, Deep Learning, Visualization, SQL, Communication, Diagnosis, Electronics, RTOS","IoT Smart Home, Portfolio Website",S2,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78941,"Thermodynamics, React, Machine Learning, Data Analysis, Python, Network Security, Embedded Systems, Ethical Hacking","E-commerce Website, Resume Analyzer",S1,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78942,"Medical Knowledge, NumPy, TensorFlow, Machine Learning, Visualization, Python, Network Security, Embedded Systems","Fraud Detection System, Cybersecurity Monitoring Tool",S2,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78944,"CI/CD, Kubernetes, APIs, CSS, Manufacturing, Network Security, Ethical Hacking, AWS","Healthcare App, E-commerce Website",S2,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78947,"CI/CD, Kubernetes, Data Analysis, Visualization, Python, Network Security, C, Ethical Hacking","Healthcare App, Stock Prediction Model",D3,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78948,"React, NumPy, Kubernetes, APIs, Node.js, SQL, Python, Java","E-commerce Website, Resume Analyzer",S2,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
78949,"TensorFlow, Deep Learning, JavaScript, Visualization, PyTorch, Python, Manufacturing","Healthcare App, Resume Analyzer",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78950,"CSS, Design, SQL, Communication, Pharmacology, Java, Git, Ethical Hacking","Cloud Deployment Project, Stock Prediction Model",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78951,"Thermodynamics, Kubernetes, NumPy, Data Analysis, Machine Learning, Linux, Python, RTOS","AI Chatbot, Cybersecurity Monitoring Tool",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78953,"Deep Learning, SQL, Python, Java, Git, Ethical Hacking, Electronics, HTML","Stock Prediction Model, E-commerce Website",S2,1-2 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78954,"Thermodynamics, CI/CD, React, Patient Care, Node.js, Python, Network Security, HTML","Portfolio Website, Cloud Deployment Project",D3,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78955,"TensorFlow, Microcontrollers, Machine Learning, Pharmacology, Python, Ethical Hacking, Docker, SolidWorks","Healthcare App, Resume Analyzer",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78956,"TensorFlow, NumPy, Machine Learning, Data Analysis, Linux, Ethical Hacking, Surgery","Healthcare App, IoT Smart Home",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78957,"NumPy, Machine Learning, Data Analysis, Design, Communication, Pharmacology, SIEM","Stock Prediction Model, E-commerce Website",D3,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78958,"CI/CD, Kubernetes, Excel, Linux, CSS, Design, Manufacturing, HTML","AI Chatbot, Cloud Deployment Project",S1,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78959,"CI/CD, Patient Care, Deep Learning, Machine Learning, PyTorch, Python, Network Security, CAD","Fraud Detection System, Cloud Deployment Project",D3,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78961,"TensorFlow, CI/CD, NumPy, Machine Learning, Linux, Git, Surgery, Pandas","IoT Smart Home, Portfolio Website",D3,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78962,"Medical Knowledge, TensorFlow, Deep Learning, Pharmacology, Manufacturing, Network Security, Python, SolidWorks","Healthcare App, E-commerce Website",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78964,"TensorFlow, NumPy, Machine Learning, Visualization, PyTorch, Pharmacology, AWS, SolidWorks","Portfolio Website, E-commerce Website",S2,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78966,"Thermodynamics, TensorFlow, React, Microcontrollers, Python, Network Security, Ethical Hacking, Surgery","Healthcare App, Resume Analyzer",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78967,"CI/CD, Cryptography, Deep Learning, SIEM, Network Security, Embedded Systems, RTOS, Surgery","IoT Smart Home, Fraud Detection System",S1,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78968,"React, NumPy, Excel, Linux, Node.js, Network Security, HTML, SolidWorks","Resume Analyzer, Stock Prediction Model",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78970,"TensorFlow, JavaScript, CSS, Node.js, C, AWS, SIEM","Stock Prediction Model, Resume Analyzer",S1,1-2 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
78971,"APIs, SQL, Python, Manufacturing, Ethical Hacking, HTML","Healthcare App, Resume Analyzer",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
78975,"Cryptography, JavaScript, Python, Java, CAD, C, Ethical Hacking","AI Chatbot, Portfolio Website",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78976,"Thermodynamics, NumPy, Machine Learning, Node.js, Python, AWS, Pandas","Cybersecurity Monitoring Tool, Portfolio Website",S1,Fresher,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78977,"Microcontrollers, Visualization, SQL, Java, Embedded Systems, Git, Electronics, SIEM","IoT Smart Home, Fraud Detection System",S1,5+ years,Backend Developer,"Python, Java, SQL, APIs, Git"
78978,"NumPy, Data Analysis, Machine Learning, Design, Communication, Ethical Hacking, RTOS","IoT Smart Home, AI Chatbot",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78981,"CI/CD, Kubernetes, Excel, Linux, CSS, PyTorch, Ethical Hacking, AWS","Portfolio Website, AI Chatbot",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78982,"Thermodynamics, NumPy, Microcontrollers, Machine Learning, Deep Learning, SQL, Python, Surgery","Stock Prediction Model, Cloud Deployment Project",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78983,"TensorFlow, NumPy, Machine Learning, Design, PyTorch, Git","IoT Smart Home, AI Chatbot",S2,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78984,"TensorFlow, NumPy, Data Analysis, Visualization, Python, Embedded Systems, SolidWorks, Pandas","E-commerce Website, Healthcare App",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78985,"CI/CD, TensorFlow, Excel, Deep Learning, JavaScript, Machine Learning, Visualization, Python","Portfolio Website, IoT Smart Home",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78986,"Medical Knowledge, Kubernetes, Machine Learning, Data Analysis, Visualization, SQL, SIEM","IoT Smart Home, Resume Analyzer",S1,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
78987,"APIs, Cryptography, SQL, CAD, C, Ethical Hacking, SIEM, Pandas","IoT Smart Home, Fraud Detection System",S2,1-2 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78988,"CI/CD, Kubernetes, APIs, Microcontrollers, Linux, PyTorch, Pharmacology","Stock Prediction Model, IoT Smart Home",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78989,"Thermodynamics, Deep Learning, Machine Learning, Data Analysis, CSS, Design, Electronics, Pandas","Healthcare App, Cybersecurity Monitoring Tool",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78990,"React, Medical Knowledge, Microcontrollers, Node.js, Python, C, Ethical Hacking, SIEM","Cybersecurity Monitoring Tool, Fraud Detection System",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
78991,"Kubernetes, Python, Java, Docker, AWS, HTML, Surgery, Pandas","Cloud Deployment Project, Healthcare App",D3,5+ years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
78993,"Thermodynamics, NumPy, Data Analysis, Visualization, Design, Python, Electronics, Docker","Portfolio Website, Resume Analyzer",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
78996,"Medical Knowledge, TensorFlow, Machine Learning, SQL, Python, CAD, RTOS, Pandas","E-commerce Website, Cybersecurity Monitoring Tool",D3,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
78998,"Data Analysis, Visualization, Communication, Manufacturing, Docker, HTML, SIEM","Cloud Deployment Project, IoT Smart Home",S1,1-2 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79000,"Medical Knowledge, Node.js, SQL, Pharmacology, Python, Java, Ethical Hacking, SIEM","Resume Analyzer, Healthcare App",S1,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79001,"Linux, Visualization, Communication, Python, Network Security, C, SIEM","IoT Smart Home, Resume Analyzer",S2,3-5 years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79002,"Excel, Cryptography, Data Analysis, Design, SQL, Python, Docker, SIEM","E-commerce Website, Stock Prediction Model",D3,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79003,"React, Kubernetes, CSS, SQL, PyTorch, Diagnosis, HTML, Surgery","Fraud Detection System, Stock Prediction Model",S1,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79004,"React, APIs, JavaScript, Linux, CSS, Design, Manufacturing, HTML","Cloud Deployment Project, Fraud Detection System",D3,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79005,"Kubernetes, APIs, Linux, Node.js, CAD, Embedded Systems, Docker","Cloud Deployment Project, IoT Smart Home",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79006,"CI/CD, Kubernetes, APIs, Design, PyTorch, CAD, Embedded Systems, AWS","AI Chatbot, Cloud Deployment Project",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79008,"Thermodynamics, APIs, Patient Care, Data Analysis, JavaScript, Machine Learning, Ethical Hacking, Pandas","Resume Analyzer, AI Chatbot",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79009,"React, APIs, JavaScript, CSS, SQL, PyTorch, Embedded Systems, AWS","E-commerce Website, Cloud Deployment Project",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79011,"NumPy, Excel, Data Analysis, JavaScript, Git, Ethical Hacking, HTML, Pandas","AI Chatbot, Cloud Deployment Project",D3,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79012,"TensorFlow, Design, PyTorch, Python, Git, C, Docker, Surgery","Stock Prediction Model, Healthcare App",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79013,"React, Machine Learning, Python, Network Security, Pandas","Cybersecurity Monitoring Tool, AI Chatbot",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79014,"React, TensorFlow, Cryptography, JavaScript, Pharmacology, HTML, SIEM, Pandas","IoT Smart Home, AI Chatbot",S2,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79015,"TensorFlow, Patient Care, Excel, Deep Learning, Machine Learning, PyTorch, Pharmacology, Python","Cloud Deployment Project, Fraud Detection System",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79016,"Patient Care, Deep Learning, Data Analysis, Communication, Python, C, RTOS, Pandas","Cloud Deployment Project, Healthcare App",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79018,"NumPy, Machine Learning, Data Analysis, PyTorch, SIEM, Ethical Hacking, AWS, Surgery","IoT Smart Home, Cloud Deployment Project",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79021,"CI/CD, Microcontrollers, Excel, Python, Network Security, Git, SIEM, Pandas","Resume Analyzer, AI Chatbot",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79022,"TensorFlow, CI/CD, Machine Learning, CSS, Node.js, Pharmacology, Python, Pandas","Cloud Deployment Project, Stock Prediction Model",S1,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79023,"Data Analysis, CSS, SQL, Communication, Network Security, Diagnosis, Git, Ethical Hacking","Fraud Detection System, IoT Smart Home",S2,3-5 years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79025,"APIs, JavaScript, Node.js, SQL, Diagnosis, C, Java, SIEM","Stock Prediction Model, AI Chatbot",S1,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79027,"Linux, CSS, Manufacturing, CAD, AWS, Docker, RTOS","Cybersecurity Monitoring Tool, Stock Prediction Model",S1,3-5 years,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79028,"Linux, CSS, Design, Node.js, Visualization, Communication, SQL","Healthcare App, Resume Analyzer",S1,5+ years,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79030,"TensorFlow, NumPy, Data Analysis, Linux, Visualization, Python, Network Security, SolidWorks","Resume Analyzer, Cybersecurity Monitoring Tool",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79033,"TensorFlow, Deep Learning, CSS, SQL, PyTorch, Manufacturing, Network Security","Resume Analyzer, Cloud Deployment Project",S1,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79034,"TensorFlow, Deep Learning, PyTorch, Python, Git, Electronics, HTML","AI Chatbot, Resume Analyzer",S1,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79035,"NumPy, Cryptography, Deep Learning, Data Analysis, SQL, PyTorch, RTOS, Pandas","AI Chatbot, Cybersecurity Monitoring Tool",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79037,"React, NumPy, Machine Learning, Python, Manufacturing, Docker, SIEM, Pandas","Cloud Deployment Project, Portfolio Website",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79041,"React, APIs, CSS, Node.js, C, Electronics, Docker","E-commerce Website, Resume Analyzer",S2,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79042,"NumPy, APIs, Data Analysis, Design, Python, Java, Surgery","Portfolio Website, E-commerce Website",S2,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79043,"Thermodynamics, TensorFlow, Patient Care, Deep Learning, JavaScript, Machine Learning, Electronics, Pandas","IoT Smart Home, Cybersecurity Monitoring Tool",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79045,"Thermodynamics, CI/CD, NumPy, Data Analysis, Machine Learning, Python, Java, Pandas","Stock Prediction Model, Portfolio Website",S1,3-5 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79047,"Thermodynamics, APIs, CSS, SQL, Python, Docker, SolidWorks, Pandas","IoT Smart Home, AI Chatbot",S2,3-5 years,Backend Developer,"Python, Java, SQL, APIs, Git"
79048,"Thermodynamics, NumPy, JavaScript, Python, Diagnosis, Surgery, Pandas","Resume Analyzer, Cybersecurity Monitoring Tool",S1,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79051,"NumPy, APIs, Machine Learning, CSS, PyTorch, Pharmacology, Python, Pandas","Cybersecurity Monitoring Tool, Stock Prediction Model",S2,1-2 years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79054,"Excel, Linux, SQL, Python, Manufacturing, Network Security, AWS, Docker","Healthcare App, Cybersecurity Monitoring Tool",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79056,"CI/CD, NumPy, Microcontrollers, Cryptography, Node.js, SQL, Java, Git","Fraud Detection System, Cybersecurity Monitoring Tool",D3,Fresher,Backend Developer,"Python, Java, SQL, APIs, Git"
79057,"Machine Learning, Pharmacology, SIEM, Network Security, Ethical Hacking, AWS, Docker, Surgery","IoT Smart Home, Cloud Deployment Project",S1,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79059,"TensorFlow, Kubernetes, Cryptography, Machine Learning, Python, Git, SIEM","Resume Analyzer, Portfolio Website",S2,5+ years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79060,"CI/CD, Kubernetes, Excel, Patient Care, Linux, SQL, PyTorch, Manufacturing","Cloud Deployment Project, Fraud Detection System",S2,Fresher,Cloud Engineer,"AWS, Docker, Kubernetes, Linux, CI/CD"
79061,"TensorFlow, APIs, Machine Learning, Deep Learning, Linux, PyTorch, Docker, Pandas","IoT Smart Home, Fraud Detection System",S1,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79063,"Thermodynamics, TensorFlow, Machine Learning, JavaScript, Deep Learning, Python, AWS","Healthcare App, Cloud Deployment Project",D3,3-5 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79064,"NumPy, Deep Learning, Data Analysis, Linux, PyTorch, Python, Ethical Hacking, Docker","Healthcare App, Portfolio Website",S2,5+ years,Data Scientist,"Python, Machine Learning, Pandas, NumPy, Data Analysis"
79065,"JavaScript, CSS, Node.js, Embedded Systems, AWS, HTML, SolidWorks","Portfolio Website, AI Chatbot",D3,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79066,"Excel, Cryptography, JavaScript, PyTorch, Pharmacology, Python, Java, SIEM","AI Chatbot, Portfolio Website",D3,Fresher,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79067,"React, Linux, Visualization, CSS, Node.js, Java, Ethical Hacking, AWS","Fraud Detection System, Cybersecurity Monitoring Tool",S1,5+ years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
79070,"React, TensorFlow, Deep Learning, Python, Diagnosis, Surgery","Portfolio Website, Cybersecurity Monitoring Tool",S2,Fresher,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79071,"CI/CD, TensorFlow, Microcontrollers, Machine Learning, PyTorch, Pharmacology, AWS, Surgery","Cloud Deployment Project, Cybersecurity Monitoring Tool",S1,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79072,"Medical Knowledge, Patient Care, Excel, Data Analysis, CSS, Visualization, Network Security, Embedded Systems","Resume Analyzer, Fraud Detection System",S1,Fresher,Business Analyst,"Excel, SQL, Data Analysis, Communication, Visualization"
79075,"Cryptography, JavaScript, CSS, Python, CAD, Java, Embedded Systems, SIEM","IoT Smart Home, AI Chatbot",S2,5+ years,Cybersecurity Analyst,"Network Security, Cryptography, Python, SIEM, Ethical Hacking"
79076,"NumPy, Excel, Deep Learning, Machine Learning, PyTorch, Communication, C, Surgery","E-commerce Website, Stock Prediction Model",S2,1-2 years,ML Engineer,"Python, Deep Learning, TensorFlow, PyTorch, Machine Learning"
79077,"React, Kubernetes, JavaScript, CSS, Design, Java, HTML, SIEM","Cybersecurity Monitoring Tool, E-commerce Website",D3,3-5 years,Web Developer,"HTML, CSS, JavaScript, React, Node.js"
